,names,nationality
2223,Llewellyn,welsh
2224,Lowri,welsh
2225,Lyneth,welsh
2226,Mabyn,welsh
2227,Mairwen,welsh
2228,Merlyn,welsh
2229,Morgan,welsh
2230,Myfanwy,welsh
2231,Nerys,welsh
2232,Olwen,welsh
2233,Owena,welsh
2234,Reese,welsh
2235,Rhiamon,welsh
2236,Rhiannon,welsh
2237,Rhonwen,welsh
2238,Riannon,welsh
2239,Rowena,welsh
2240,Saeran,welsh
2241,Sian,welsh
2242,Sulwyn,welsh
2243,Taffy,welsh
2244,Teleri,welsh
2245,Telyn,welsh
2246,Tydfill,welsh
2247,Verran,welsh
2248,Vevay,welsh
2249,Wynn,welsh
2250,Cerek,polish
2251,Dobry,polish
2252,Gerik,polish
2253,Jacek,polish
2254,Jarek,polish
2255,Lech,polish
2256,Ludoslaw,polish
2257,Magnar,polish
2258,Mandek,polish
2259,Marcin,polish
2260,Marek,polish
2261,Nelek,polish
2262,Olesia,polish
2263,Ryzard,polish
2264,Tanek,polish
2265,Urjasz,polish
2266,Waclaw,polish
2267,Walenty,polish
2268,Wlod,polish
2269,Wojtek,polish
2270,Zarek,polish
2271,Zygmunt,polish
2273,Danuta,polish
2274,Ewa,polish
2275,Filipina,polish
2276,Jadwiga,polish
2277,Kalene,polish
2278,Karolina,polish
2279,Kasia,polish
2280,Kassia,polish
2281,Klementyna,polish
2282,Ksena,polish
2283,Lilka,polish
2284,Macy,polish
2285,Olesia,polish
2286,Rasine,polish
2287,Tajsa,polish
2288,Tekli,polish
2289,Tesia,polish
2290,Tola,polish
2291,Tolia,polish
2292,Truda,polish
2293,Valeska,polish
2294,Walentya,polish
2295,Wislawa,polish
2296,Zima,polish
2297,Zofia,polish
2298,Zotia,polish
2299,Kem,teutonic
2300,Orinda,teutonic
2301,Paxton,teutonic
2302,Raeburn,teutonic
2303,Renard,teutonic
2304,Roald,teutonic
2305,Sigfried,teutonic
2306,Sigmund,teutonic
2307,Stewart,teutonic
2308,Theodoric,teutonic
2309,Thierry,teutonic
2310,Thurborn,teutonic
2311,Udo,teutonic
2312,Uland,teutonic
2313,Ulf,teutonic
2314,Walden,teutonic
2315,Waldo,teutonic
2316,Wendell,teutonic
2317,Werner,teutonic
2318,Wilbur,teutonic
2319,Willard,teutonic
2320,William,teutonic
2321,Wolfgang,teutonic
2322,Wolfram,teutonic
2323,Yves,teutonic
2325,Magan,teutonic
2326,Minka,teutonic
2327,Orinda,teutonic
2328,Verena,teutonic
2329,Waltraud,teutonic
2330,Willa,teutonic
2331,Yvette,teutonic
2332,Boris,russian
2333,Dobry,russian
2334,Dusan,russian
2335,Egor,russian
2336,Feodore,russian
2337,Fyodor,russian
2338,Gavrie,russian
2339,Gleb,russian
2340,Ivan,russian
2341,Konstantin,russian
2342,Kostas,russian
2343,Kostya,russian
2344,Lesta,russian
2345,Magar,russian
2346,Maksim,russian
2347,Mikhail,russian
2348,Miloslav,russian
2349,Nikhil,russian
2350,Oksana,russian
2351,Olga,russian
2352,Sacha,russian
2353,Sarkis,russian
2354,Semyon,russian
2355,Sergei,russian
2356,Timur,russian
2357,Ulan,russian
2358,Ustin,russian
2359,Vadim,russian
2360,Valeri,russian
2361,Valerian,russian
2362,Vanya,russian
2363,Venedict,russian
2364,Vladilen,russian
2365,Vlas,russian
2366,Wassily,russian
2367,Xenik,russian
2368,Yerik,russian
2369,Yevgeni,russian
2370,Yurchik,russian
2371,Yuri,russian
2373,Akelah,russian
2374,Alexandrite,russian
2375,Anya,russian
2376,Bohdana,russian
2377,Cyzarine,russian
2378,Dusana,russian
2379,Feodora,russian
2380,Jelena,russian
2381,Kisa,russian
2382,Kiska,russian
2383,Leena,russian
2384,Lenya,russian
2385,Lida,russian
2386,Luba,russian
2387,Marinka,russian
2388,Mika,russian
2389,Mila,russian
2390,Misha,russian
2391,Nadie,russian
2392,Nickita,russian
2393,Nika,russian
2394,Oksana,russian
2395,Olga,russian
2396,Olien,russian
2397,Raissa,russian
2398,Sashenka,russian
2399,Savina,russian
2400,Sezja,russian
2401,Sonia,russian
2402,Svetlana,russian
2403,Taneya,russian
2404,Tanya,russian
2405,Tatiana,russian
2406,Vanka,russian
2407,Vanya,russian
2408,Verushka,russian
2409,Vilhemina,russian
2410,Yelena,russian
2411,Yeva,russian
2412,Yula,russian
2413,Zagir,russian
2414,Zasha,russian
2415,Zdebka,russian
2416,Zhenya,russian
2417,Zilya,russian
2418,Imhotep,egyptian
2419,Paki,egyptian
2420,Rahotep,egyptian
2421,Zahur,egyptian
2423,Chione,egyptian
2424,Femi,egyptian
2425,Hekenu,egyptian
2426,Hekt,egyptian
2427,Icess,egyptian
2428,Kanika,egyptian
2429,Khety,egyptian
2430,Lapis,egyptian
2431,Mariasha,egyptian
2432,Nakia,egyptian
2433,Nashwa,egyptian
2434,Nebta,egyptian
2435,Neferu,egyptian
2436,Neith,egyptian
2437,Nile,egyptian
2438,Nubia,egyptian
2439,Ramla,egyptian
2440,Rennefer,egyptian
2441,Sabola,egyptian
2442,Sagira,egyptian
2443,Sahirah,egyptian
2444,Salama,egyptian
2445,Sanura,egyptian
2446,Suma,egyptian
2447,Tauret,egyptian
2448,Tetisheri,egyptian
2449,Aaron,arabic
2450,Abbott,arabic
2451,Abdulaziz,arabic
2452,Abuna,arabic
2453,Adalai,arabic
2454,Adham,arabic
2455,Ahmad,arabic
2456,Akbar,arabic
2457,Al-Ashab,arabic
2458,Ali,arabic
2459,Altair,arabic
2460,Amal,arabic
2461,Amaros,arabic
2462,Amir,arabic
2463,Ankhhaf,arabic
2464,Ara,arabic
2465,Arash,arabic
2466,Arslan,arabic
2467,Asad,arabic
2468,Azad,arabic
2469,Azeem,arabic
2470,Badr,arabic
2471,Basil,arabic
2472,Basim,arabic
2473,Borak,arabic
2474,Boutros,arabic
2475,Coman,arabic
2476,Fahd,arabic
2477,Faisal,arabic
2478,Fakih,arabic
2479,Faraz,arabic
2480,Fatin,arabic
2481,Ferran,arabic
2482,Gamal,arabic
2483,Ghadir,arabic
2484,Ghazi,arabic
2485,Guadalupe,arabic
2486,Habib,arabic
2487,Haddad,arabic
2488,Hadi,arabic
2489,Hafez,arabic
2490,Haidar,arabic
2491,Hakeem,arabic
2492,Hamal,arabic
2493,Hamid,arabic
2494,Hamza,arabic
2495,Harsh,arabic
2496,Harun,arabic
2497,Hasan,arabic
2498,Hormoz,arabic
2500,Abia,arabic
2501,Afra,arabic
2502,Ah lam,arabic
2503,Aisha,arabic
2504,Akilah,arabic
2505,Alima,arabic
2506,Aliye,arabic
2507,Alyssa,arabic
2508,Amber,arabic
2509,Amina,arabic
2510,Anan,arabic
2511,Anara,arabic
2512,Aneesa,arabic
2513,Anisa,arabic
2514,Ara,arabic
2515,Ayasha,arabic
2516,Azalea,arabic
2517,Bashira,arabic
2518,Basimah,arabic
2519,Bibi,arabic
2520,Cala,arabic
2521,Chaka,arabic
2522,Debbani,arabic
2523,Duaa,arabic
2524,Emani,arabic
2525,Fatima,arabic
2526,Ghada,arabic
2527,Habiba,arabic
2528,Halima,arabic
2529,Haya,arabic
2530,Hayfa,arabic
2531,Jamila,arabic
2532,Janan,arabic
2533,Jarita,arabic
2534,Kadejah,arabic
2535,Kadin,arabic
2536,Kahlilia,arabic
2537,Kalea,arabic
2538,Kaleigh,arabic
2539,Kalila,arabic
2540,Kaliyah,arabic
2541,Kalyn,arabic
2542,Kamila,arabic
2543,Kamilah,arabic
2544,Karida,arabic
2545,Karima,arabic
2546,Kayley,arabic
2547,Kedma,arabic
2548,Khadijah,arabic
2549,Khalidah,arabic
2550,Jabari,swahili
2551,Jelani,swahili
2552,Khairi,swahili
2553,Rashid,swahili
2555,Adia,swahili
2556,Barika,swahili
2557,Epua,swahili
2558,Kamaria,swahili
2559,Kesi,swahili
2560,Lakeisha,swahili
2561,Leta,swahili
2562,Nia,swahili
2563,Shani,swahili
2564,Simba,swahili
2565,Taariq,swahili
2566,Winda,swahili
2567,Achachak,native-american
2568,Adahy,native-american
2569,Ahanu,native-american
2570,Akecheta,native-american
2571,Alo,native-american
2572,Apenimon,native-american
2573,Ashkii,native-american
2574,Atohi,native-american
2575,Bemossed,native-american
2576,Bidziil,native-american
2577,Chatam,native-american
2578,Chesmu,native-american
2579,Cheveyo,native-american
2580,Cheyenne,native-american
2581,Chogan,native-american
2582,Ciqala,native-american
2583,Cochise,native-american
2584,Colville,native-american
2585,Dakota,native-american
2586,Dichali,native-american
2587,Dyami,native-american
2588,Elan,native-american
2589,Elsu,native-american
2590,Enapay,native-american
2591,Etchemin,native-american
2592,Etu,native-american
2593,Gad,native-american
2594,Gawonii,native-american
2595,Gosheven,native-american
2596,Hania,native-american
2597,Helaku,native-american
2598,Hiamovi,native-american
2599,Hinto,native-american
2600,Holata,native-american
2601,Honovi,native-american
2602,Huritt,native-american
2603,Illanipi,native-american
2604,Jacy,native-american
2605,Kaga,native-american
2606,Kai,native-american
2607,Kele,native-american
2608,Kiyiyah,native-american
2609,Knoton,native-american
2610,Kohana,native-american
2611,Koi,native-american
2612,Lakota,native-american
2613,Lallo,native-american
2614,Lansa,native-american
2615,Len,native-american
2616,Lenno,native-american
2618,Abeque,native-american
2619,Abey,native-american
2620,Abeytu,native-american
2621,Adoette,native-american
2622,Adsila,native-american
2623,Aiyana,native-american
2624,Alameda,native-american
2625,Alaqua,native-american
2626,Alawa,native-american
2627,Aleshanee,native-american
2628,Algoma,native-american
2629,Alsoomse,native-american
2630,Amadahy,native-american
2631,Amitola,native-american
2632,Anaba,native-american
2633,Angeni,native-american
2634,Aponi,native-american
2635,Aquene,native-american
2636,Awendela,native-american
2637,Ayasha,native-american
2638,Ayita,native-american
2639,Bly,native-american
2640,Chapa,native-american
2641,Chenoa,native-american
2642,Cheyenne,native-american
2643,Chimalis,native-american
2644,Dakota,native-american
2645,Doli,native-american
2646,Donoma,native-american
2647,Dyani,native-american
2648,Elu,native-american
2649,Enola,native-american
2650,Etenia,native-american
2651,Eyota,native-american
2652,Fala,native-american
2653,Galilahi,native-american
2654,Genesee,native-american
2655,Hachi,native-american
2656,Haiwee,native-american
2657,Halona,native-american
2658,Honovi,native-american
2659,Hurit,native-american
2660,Huyana,native-american
2661,Istas,native-american
2662,Ituha,native-american
2663,Kachine,native-american
2664,Kai,native-american
2665,Kaniya,native-american
2666,Kanti,native-american
2667,Karmiti,native-american
2668,Anicetus,old-french
2669,Bassett,old-french
2670,Bayard,old-french
2671,Bellamy,old-french
2672,Boden,old-french
2673,Borden,old-french
2674,Boswell,old-french
2675,Brigham,old-french
2676,Cable,old-french
2677,Chancellor,old-french
2678,Channing,old-french
2679,Chase,old-french
2680,Chivalry,old-french
2681,Corbin,old-french
2682,Curtis,old-french
2683,Darrell,old-french
2684,Flannery,old-french
2685,Fletcher,old-french
2686,Forrest,old-french
2687,Foster,old-french
2688,Francis,old-french
2689,Franklin,old-french
2690,Jay,old-french
2691,Jeffrey,old-french
2692,Justin,old-french
2693,Leroy,old-french
2694,Lyle,old-french
2695,Macy,old-french
2696,Marlon,old-french
2697,Maslin,old-french
2698,Oriel,old-french
2699,Percival,old-french
2700,Prewitt,old-french
2701,Quennel,old-french
2702,Roy,old-french
2703,Telo,old-french
2705,Chance,old-french
2706,Chantal,old-french
2707,Delight,old-french
2708,Fay,old-french
2709,Frances,old-french
2710,Jewel,old-french
2711,Musetta,old-french
2712,Olive,old-french
2713,Raissa,old-french
2714,Sojourner,old-french
2715,Aleron,french
2716,Algernon,french
2717,Ames,french
2718,Amiens,french
2719,Aramis,french
2720,Audric,french
2721,Beau,french
2722,Blaise,french
2723,Bonar,french
2724,Boniface,french
2725,Boyce,french
2726,Briar,french
2727,Bruce,french
2728,Byron,french
2729,Cabal,french
2730,Cade,french
2731,Campbell,french
2732,Canaan,french
2733,Canon,french
2734,Carolus,french
2735,Carvell,french
2736,Chainey,french
2737,Chevy,french
2738,Ciel,french
2739,Circinus,french
2740,Colar,french
2741,Colville,french
2742,Courvoisier,french
2743,Coyne,french
2744,Dabney,french
2745,Dashiell,french
2746,Dax,french
2747,Delano,french
2748,Demont,french
2749,Destin,french
2750,Didier,french
2751,Dior,french
2752,Donatien,french
2753,Etienne,french
2754,Fabron,french
2755,Ferrand,french
2756,Franchot,french
2757,Francois,french
2758,Frasier,french
2759,Gage,french
2760,Garen,french
2761,Gareth,french
2762,Garland,french
2763,Garner,french
2764,Garrison,french
2766,Abril,french
2767,Alair,french
2768,Alberta,french
2769,Alize,french
2770,Amour,french
2771,Avril,french
2772,Babette,french
2773,Bailey,french
2774,Bedelia,french
2775,Bernadette,french
2776,Caroline,french
2777,Caron,french
2778,Cerise,french
2779,Chablis,french
2780,Chanel,french
2781,Charlotte,french
2782,Cheriss,french
2783,Cheryl,french
2784,Claudette,french
2785,Colette,french
2786,Courtesy,french
2787,Cydney,french
2788,Darcie,french
2789,Darlene,french
2790,Deja,french
2791,Denise,french
2792,Desiree,french
2793,Destiny,french
2794,Didina,french
2795,Dior,french
2796,Djab,french
2797,Dominique,french
2798,Doreen,french
2799,Elaine,french
2800,Elise,french
2801,Elita,french
2802,Elle,french
2803,Eloise,french
2804,Emeraude,french
2805,Etoile,french
2806,Evonne,french
2807,Fifine,french
2808,Fleur,french
2809,Fontanna,french
2810,Fortune,french
2811,Garland,french
2812,Gay,french
2813,Geneva,french
2814,Gervaise,french
2815,Ghislaine,french
2816,Alden,middle-english
2817,Alder,middle-english
2818,Crockett,middle-english
2819,Kemp,middle-english
2820,Kipling,middle-english
2821,Ladd,middle-english
2822,Lander,middle-english
2823,Lane,middle-english
2824,Latimer,middle-english
2825,Lyman,middle-english
2826,Macon,middle-english
2827,Mendel,middle-english
2828,Mercer,middle-english
2829,Mull,middle-english
2830,Nye,middle-english
2831,Perry,middle-english
2832,Prentice,middle-english
2833,Reeve,middle-english
2834,Sanders,middle-english
2835,Sawyer,middle-english
2836,Skeet,middle-english
2837,Sterne,middle-english
2838,Swain,middle-english
2839,Taylor,middle-english
2840,Tennyson,middle-english
2841,Todd,middle-english
2842,Trey,middle-english
2843,Tucker,middle-english
2844,Turner,middle-english
2845,Twain,middle-english
2846,Tyler,middle-english
2847,Vance,middle-english
2848,Vane,middle-english
2849,Wade,middle-english
2850,Walker,middle-english
2851,Yates,middle-english
2853,Amiable,middle-english
2854,Cavanaugh,middle-english
2855,Citrine,middle-english
2856,Doe,middle-english
2857,Knowledge,middle-english
2858,Lane,middle-english
2859,Mercy,middle-english
2860,Merry,middle-english
2861,Scarlet,middle-english
2862,Ace,latin
2863,Adeodatus,latin
2864,Adrian,latin
2865,Aemilius,latin
2866,Africa,latin
2867,Alban,latin
2868,Aleron,latin
2869,Amadeus,latin
2870,Amando,latin
2871,Amator,latin
2872,Ames,latin
2873,Amory,latin
2874,Anthony,latin
2875,Aquarius,latin
2876,Aquila,latin
2877,Arcadicus,latin
2878,Archangelo,latin
2879,Arden,latin
2880,Aruiragus,latin
2881,Atticus,latin
2882,Auburn,latin
2883,August,latin
2884,Aurelius,latin
2885,Auriga,latin
2886,Austin,latin
2887,Avis,latin
2888,Barber,latin
2889,Benedict,latin
2890,Bennett,latin
2891,Benvolio,latin
2892,Blaze,latin
2893,Boone,latin
2894,Branch,latin
2895,Caelum,latin
2896,Caesar,latin
2897,Caius,latin
2898,Callistus,latin
2899,Calvin,latin
2900,Camillo,latin
2901,Candidius,latin
2902,Capricornus,latin
2903,Capucius,latin
2904,Carew,latin
2905,Carnelian,latin
2906,Cassius,latin
2907,Cato,latin
2908,Celesto,latin
2909,Cepheus,latin
2910,Cetus,latin
2911,Chester,latin
2913,Abby,latin
2914,Ada,latin
2915,Aderes,latin
2916,Adora,latin
2917,Adrienne,latin
2918,Aemilia,latin
2919,Affinity,latin
2920,Aimee,latin
2921,Alba,latin
2922,Allegra,latin
2923,Alma,latin
2924,Amanda,latin
2925,Amity,latin
2926,Amory,latin
2927,Amriel,latin
2928,Amy,latin
2929,Antlia,latin
2930,Antonia,latin
2931,April,latin
2932,Aqualina,latin
2933,Aquamarine,latin
2934,Arbor,latin
2935,Arden,latin
2936,Aril,latin
2937,Arva,latin
2938,Auburn,latin
2939,Augusta,latin
2940,Aurelia,latin
2941,Autumn,latin
2942,Ava,latin
2943,Avalon,latin
2944,Barbara,latin
2945,Beata,latin
2946,Beatrice,latin
2947,Bellona,latin
2948,Benedetta,latin
2949,Blase,latin
2950,Calcite,latin
2951,Calendula,latin
2952,Callis,latin
2953,Cambria,latin
2954,Camille,latin
2955,Campbell,latin
2956,Candida,latin
2957,Candra,latin
2958,Cara,latin
2959,Carey,latin
2960,Carina,latin
2961,Carisa,latin
2962,Carla,latin
2963,Chung,vietnamese
2964,Dong,vietnamese
2965,Duy,vietnamese
2966,Gan,vietnamese
2967,Keemo,vietnamese
2968,Lam,vietnamese
2969,Laman,vietnamese
2970,Long,vietnamese
2971,Phuoc,vietnamese
2972,Phuong,vietnamese
2973,Quan,vietnamese
2974,Quan Van,vietnamese
2975,Quang Tu,vietnamese
2976,Ritchell,vietnamese
2977,So,vietnamese
2978,Tai,vietnamese
2979,Thai,vietnamese
2980,Thong,vietnamese
2981,Tinh,vietnamese
2982,Tong,vietnamese
2983,Viet,vietnamese
2984,Vui,vietnamese
2985,Yen,vietnamese
2987,Cara,vietnamese
2988,Duyen,vietnamese
2989,Hong,vietnamese
2990,Khanh,vietnamese
2991,Kieu,vietnamese
2992,Lan,vietnamese
2993,Lieu,vietnamese
2994,Linh,vietnamese
2995,Loan,vietnamese
2996,Ly,vietnamese
2997,Mai,vietnamese
2998,Mychau,vietnamese
2999,Nguyet,vietnamese
3000,Nhi,vietnamese
3001,Nhu,vietnamese
3002,Nhung,vietnamese
3003,Nu,vietnamese
3004,Sen,vietnamese
3005,Tai,vietnamese
3006,Tam,vietnamese
3007,Tan,vietnamese
3008,Thao,vietnamese
3009,Thuy,vietnamese
3010,Tien,vietnamese
3011,Trang,vietnamese
3012,Trinh,vietnamese
3013,Tuyen,vietnamese
3014,Ut,vietnamese
3015,Xuan,vietnamese
3016,Bartram,danish
3017,Diederik,danish
3018,Gardiner,danish
3019,Hobart,danish
3020,Ib,danish
3021,Nils,danish
3022,Soren,danish
3024,Dagmar,danish
3025,Madja,danish
3026,Saffi,danish
3027,Semine,danish
3028,Abhay,hindi
3029,Abhijit,hindi
3030,Achuta,hindi
3031,Aditya,hindi
3032,Ahura,hindi
3033,Ajatashatru,hindi
3034,Ajay,hindi
3035,Akaash,hindi
3036,Akshay,hindi
3037,Alam,hindi
3038,Amit,hindi
3039,Anand,hindi
3040,Ananias,hindi
3041,Anay,hindi
3042,Anoop,hindi
3043,Aseem,hindi
3044,Asija,hindi
3045,Asuman,hindi
3046,Asvin,hindi
3047,Atharvan,hindi
3048,Atul,hindi
3049,Badal,hindi
3050,Bala,hindi
3051,Balaji,hindi
3052,Balavan,hindi
3053,Baldev,hindi
3054,Balin,hindi
3055,Banke,hindi
3056,Bharat,hindi
3057,Bhudev,hindi
3058,Bramha,hindi
3059,Bukka,hindi
3060,Chandra,hindi
3061,Dattatreya,hindi
3062,Deepak,hindi
3063,Devarsi,hindi
3064,Dhananjay,hindi
3065,Dharuna,hindi
3066,Dhatri,hindi
3067,Dilip,hindi
3068,Dinesh,hindi
3069,Duranjaya,hindi
3070,Durjaya,hindi
3071,Eknath,hindi
3072,Feroz,hindi
3073,Gajendra,hindi
3074,Ganesh,hindi
3075,Girish,hindi
3076,Gopal,hindi
3077,Hannes,hindi
3079,Akuti,hindi
3080,Alka,hindi
3081,Aloani,hindi
3082,Amari,hindi
3083,Ami,hindi
3084,Anjali,hindi
3085,Anuradha,hindi
3086,Anusha,hindi
3087,Aparna,hindi
3088,Aruna,hindi
3089,Ayana,hindi
3090,Basanti,hindi
3091,Bharati,hindi
3092,Bhuma,hindi
3093,Bina,hindi
3094,Bindiya,hindi
3095,Chandra,hindi
3096,Charu,hindi
3097,Chhaya,hindi
3098,Chitrangda,hindi
3099,Darshana,hindi
3100,Deepa,hindi
3101,Deva,hindi
3102,Devaki,hindi
3103,Dharma,hindi
3104,Dipti,hindi
3105,Divya,hindi
3106,Dristi,hindi
3107,Ekta,hindi
3108,Gatha,hindi
3109,Gayatri,hindi
3110,Gopi,hindi
3111,Harhsa,hindi
3112,Hema,hindi
3113,Henna,hindi
3114,Hiten,hindi
3115,India,hindi
3116,Indira,hindi
3117,Indu,hindi
3118,Ishara,hindi
3119,Jahnavi,hindi
3120,Jamuna,hindi
3121,Jaya,hindi
3122,Jayani,hindi
3123,Juhy,hindi
3124,Jyoti,hindi
3125,Kailas,hindi
3126,Kajal,hindi
3127,Kajol,hindi
3128,Kala,hindi
3129,Adalbert,old-german
3130,Adalgiso,old-german
3131,Adelbert,old-german
3132,Adelfried,old-german
3133,Adelino,old-german
3134,Adelmio,old-german
3135,Adelmo,old-german
3136,Ademaro,old-german
3137,Ahren,old-german
3138,Aksel,old-german
3139,Alfonso,old-german
3140,Alice,old-german
3141,Aloysius,old-german
3142,Anselm,old-german
3143,Blaz,old-german
3144,Carl,old-german
3145,Carolus,old-german
3146,Conrad,old-german
3147,Engelbert,old-german
3148,Ernest,old-german
3149,Hamlet,old-german
3150,Harold,old-german
3151,Harvey,old-german
3152,Jarvis,old-german
3153,Leopold,old-german
3154,Orlantha,old-german
3156,Aloysia,old-german
3157,Carla,old-german
3158,Carol,old-german
3159,Chay,old-german
3160,Ella,old-german
3161,Emiline,old-german
3162,Ernestine,old-german
3163,Etta,old-german
3164,Ida,old-german
3165,Leopolda,old-german
3166,Leyna,old-german
3167,Lorraine,old-german
3168,Louise,old-german
3169,Minna,old-german
3170,Berk,turkish
3171,Muzaffer,turkish
3172,Nedim,turkish
3173,Nesim,turkish
3174,Nesip,turkish
3175,Okan,turkish
3176,Olcay,turkish
3177,Onan,turkish
3178,Ozan,turkish
3179,Ozaner,turkish
3180,Sadi,turkish
3181,Safak,turkish
3182,Selim,turkish
3183,Semih,turkish
3184,Sencer,turkish
3185,Sevilin,turkish
3186,Sinan,turkish
3187,Taner,turkish
3188,Tarkan,turkish
3189,Tecer,turkish
3190,Tercan,turkish
3191,Tezer,turkish
3192,Tuncer,turkish
3193,Ufuk,turkish
3194,Ugur,turkish
3195,Ulucan,turkish
3196,Yigit,turkish
3197,Yucel,turkish
3198,Zafer,turkish
3199,Zeki,turkish
3200,Zeren,turkish
3202,Aylin,turkish
3203,Banu,turkish
3204,Jale,turkish
3205,Kari,turkish
3206,Karli,turkish
3207,Kerzi,turkish
3208,Kiral,turkish
3209,Nagihan,turkish
3210,Nerhim,turkish
3211,Nilgun,turkish
3212,Nuray,turkish
3213,Nurhan,turkish
3214,Olcay,turkish
3215,Onur,turkish
3216,Safak,turkish
3217,Sefika,turkish
3218,Semra,turkish
3219,Sezen,turkish
3220,Sibel,turkish
3221,Sila,turkish
3222,Zerdali,turkish
3223,Kers,indian
3224,Mog,indian
3225,Omprakash,indian
3226,Prabodh,indian
3227,Praful,indian
3228,Som,indian
3230,Ketaki,indian
3231,Kusum,indian
3232,Narmada,indian
3233,Naveena,indian
3234,Nishtha,indian
3235,Nivedita,indian
3236,Sahana,indian
3237,Salena,indian
3238,Sanchali,indian
3239,Sanchaya,indian
3240,Sanjana,indian
3241,Shivani,indian
3242,Shubhada,indian
3243,Sumitra,indian
3244,Swati,indian
3245,Tarangini,indian
3246,Tarjani,indian
3247,Trilochana,indian
3248,Zaqaria,indian
3249,Bedrich,czechoslovakian
3250,Cerny,czechoslovakian
3251,Damek,czechoslovakian
3252,Karel,czechoslovakian
3253,Kliment,czechoslovakian
3254,Ladislav,czechoslovakian
3255,Libor,czechoslovakian
3256,Ludomir,czechoslovakian
3257,Oldrich,czechoslovakian
3258,Radek,czechoslovakian
3259,Radoslav,czechoslovakian
3260,Rehor,czechoslovakian
3261,Strom,czechoslovakian
3262,Vasil,czechoslovakian
3263,Vavrin,czechoslovakian
3264,Vavrinec,czechoslovakian
3265,Veleslav,czechoslovakian
3266,Venec,czechoslovakian
3267,Vila,czechoslovakian
3268,Vladislav,czechoslovakian
3269,Vojtech,czechoslovakian
3270,Zdenek,czechoslovakian
3271,Zitomer,czechoslovakian
3273,Bela,czechoslovakian
3274,Kalene,czechoslovakian
3275,Katarzyna,czechoslovakian
3276,Krista,czechoslovakian
3277,Krysta,czechoslovakian
3278,Marjeta,czechoslovakian
3279,Nadezda,czechoslovakian
3280,Pribislava,czechoslovakian
3281,Rickena,czechoslovakian
3282,Ryba,czechoslovakian
3283,Virsila,czechoslovakian
3284,Vondra,czechoslovakian
3285,Zdenek,czechoslovakian
3286,Zelenka,czechoslovakian
3287,Zuza,czechoslovakian
